=============================================
P(G):
=============================================
2 0.028005
3 0.002218
4 0.011513
5 0.024799
8 0.011170
9 0.003911
10 0.047018
12 0.285939
13 0.000484
14 0.003528
15 0.188959
17 0.056514
20 0.008529
21 0.071616
38 0.213880
1235 0.041917


=============================================
P(chroma_stft_mean_01 | G):
17 1 0.002497
17 2 0.002497
17 3 0.000714
17 4 0.002497
17 5 0.002141
17 6 0.002854
17 7 0.004281
17 8 0.002497
17 9 0.004995
17 10 0.003924
17 11 0.004281
17 12 0.003211
17 13 0.003568
17 14 0.005351
17 15 0.003211
17 16 0.004995
17 17 0.005708
17 18 0.004281
17 19 0.002854
17 20 0.006778
17 21 0.006065
17 22 0.004281
17 23 0.003924
17 24 0.008919
17 25 0.004638
17 26 0.004995
17 27 0.005351
17 28 0.005708
17 29 0.005708
17 30 0.005351
17 31 0.003211
17 32 0.004995
17 33 0.004995
17 34 0.008562
17 35 0.004995
17 36 0.005708
17 37 0.004995
17 38 0.008205
17 39 0.005708
17 40 0.004281
17 41 0.006065
17 42 0.011416
17 43 0.007849
17 44 0.007135
17 45 0.006422
17 46 0.004638
17 47 0.009276
17 48 0.007135
17 49 0.008919
17 50 0.004995
17 51 0.006778
17 52 0.005708
17 53 0.008919
17 54 0.008562
17 55 0.007135
17 56 0.012487
17 57 0.006422
17 58 0.011416
17 59 0.008919
17 60 0.009633
17 61 0.010703
17 62 0.009989
17 63 0.009633
17 64 0.008562
17 65 0.012843
17 66 0.011060
17 67 0.013557
17 68 0.013200
17 69 0.015341
17 70 0.010346
17 71 0.015341
17 72 0.012487
17 73 0.012843
17 74 0.014984
17 75 0.012843
17 76 0.016411
17 77 0.014270
17 78 0.018552
17 79 0.016411
17 80 0.017481
17 81 0.012843
17 82 0.017838
17 83 0.016411
17 84 0.012487
17 85 0.015697
17 86 0.017125
17 87 0.019622
17 88 0.020335
17 89 0.016054
17 90 0.021406
17 91 0.018195
17 92 0.023189
17 93 0.023546
17 94 0.030325
17 95 0.027114
17 96 0.026400
17 97 0.025687
17 98 0.021762
17 99 0.018908
20 0 0.021277
20 1 0.004728
20 2 0.004728
20 3 0.018913
20 4 0.021277
20 5 0.009456
20 6 0.016548
20 7 0.016548
20 8 0.014184
20 9 0.018913
20 10 0.007092
20 11 0.026005
20 12 0.023641
20 13 0.011820
20 14 0.009456
20 15 0.014184
20 16 0.021277
20 17 0.014184
20 18 0.009456
20 19 0.018913
20 20 0.016548
20 21 0.021277
20 22 0.014184
20 23 0.023641
20 24 0.011820
20 25 0.016548
20 26 0.004728
20 27 0.018913
20 28 0.009456
20 29 0.004728
20 30 0.007092
20 31 0.004728
20 32 0.011820
20 33 0.007092
20 34 0.007092
20 35 0.011820
20 36 0.009456
20 37 0.018913
20 38 0.009456
20 39 0.016548
20 40 0.014184
20 41 0.014184
20 42 0.018913
20 43 0.011820
20 44 0.004728
20 45 0.018913
20 46 0.016548
20 47 0.014184
20 48 0.016548
20 49 0.002364
20 50 0.009456
20 51 0.016548
20 52 0.007092
20 53 0.007092
20 54 0.014184
20 55 0.009456
20 56 0.009456
20 57 0.016548
20 58 0.007092
20 59 0.011820
20 60 0.011820
20 61 0.004728
20 62 0.004728
20 63 0.004728
20 64 0.004728
20 65 0.009456
20 66 0.009456
20 67 0.014184
20 68 0.011820
20 69 0.007092
20 70 0.014184
20 71 0.009456
20 72 0.002364
20 73 0.002364
20 74 0.002364
20 75 0.009456
20 76 0.002364
20 77 0.007092
20 78 0.002364
20 79 0.002364
20 80 0.004728
20 81 0.002364
20 82 0.007092
20 83 0.000000
20 84 0.002364
20 85 0.000000
20 86 0.000000
20 87 0.002364
20 88 0.000000
20 89 0.002364
20 90 0.007092
20 91 0.009456
20 92 0.007092
20 93 0.004728
20 94 0.004728
20 95 0.002364
20 96 0.009456
20 97 0.002364
20 98 0.004728
20 99 0.000000
21 0 0.000563
21 1 0.002815
21 2 0.005631
21 3 0.006475
21 4 0.005631
21 5 0.007038
21 6 0.009009
21 7 0.010980
21 8 0.010698
21 9 0.010980
21 10 0.016329
21 11 0.010698
21 12 0.015484
21 13 0.012106
21 14 0.015203
21 15 0.012669
21 16 0.016329
21 17 0.015203
21 18 0.014921
21 19 0.013795
21 20 0.013795
21 21 0.016047
21 22 0.016047
21 23 0.017455
21 24 0.021396
21 25 0.018018
21 26 0.018581
21 27 0.015484
21 28 0.014077
21 29 0.018018
21 30 0.013232
21 31 0.018300
21 32 0.013232
21 33 0.016892
21 34 0.016047
21 35 0.012669
21 36 0.016329
21 37 0.016610
21 38 0.012950
21 39 0.012387
21 40 0.015766
21 41 0.014921
21 42 0.012950
21 43 0.012106
21 44 0.013232
21 45 0.010980
21 46 0.015484
21 47 0.013795
21 48 0.011543
21 49 0.014921
21 50 0.012950
21 51 0.011261
21 52 0.014077
21 53 0.009854
21 54 0.010417
21 55 0.009291
21 56 0.011261
21 57 0.012387
21 58 0.011543
21 59 0.011543
21 60 0.007320
21 61 0.007601
21 62 0.009854
21 63 0.008446
21 64 0.008164
21 65 0.007320
21 66 0.008727
21 67 0.006475
21 68 0.009009
21 69 0.007883
21 70 0.006194
21 71 0.011543
21 72 0.006475
21 73 0.008446
21 74 0.008446
21 75 0.007601
21 76 0.003941
21 77 0.008164
21 78 0.005349
21 79 0.005912
21 80 0.005349
21 81 0.004786
21 82 0.004505
21 83 0.004786
21 84 0.004505
21 85 0.003941
21 86 0.006475
21 87 0.003378
21 88 0.004505
21 89 0.003660
21 90 0.003660
21 91 0.003378
21 92 0.002252
21 93 0.002534
21 94 0.002815
21 95 0.001689
21 96 0.000845
21 97 0.001689
21 98 0.001408
21 99 0.000563
38 0 0.035539
38 1 0.030354
38 2 0.024887
38 3 0.021210
38 4 0.019419
38 5 0.017628
38 6 0.016968
38 7 0.017157
38 8 0.016214
38 9 0.016120
38 10 0.014517
38 11 0.013763
38 12 0.014046
38 13 0.012538
38 14 0.011312
38 15 0.013198
38 16 0.010558
38 17 0.012161
38 18 0.009804
38 19 0.012349
38 20 0.011124
38 21 0.012161
38 22 0.010370
38 23 0.010181
38 24 0.009521
38 25 0.008201
38 26 0.008390
38 27 0.008013
38 28 0.010935
38 29 0.009710
38 30 0.008484
38 31 0.008013
38 32 0.010181
38 33 0.010087
38 34 0.009238
38 35 0.009238
38 36 0.008390
38 37 0.007919
38 38 0.009333
38 39 0.007541
38 40 0.009144
38 41 0.007730
38 42 0.007919
38 43 0.008484
38 44 0.008296
38 45 0.008390
38 46 0.008390
38 47 0.006316
38 48 0.008107
38 49 0.007824
38 50 0.008578
38 51 0.006599
38 52 0.008296
38 53 0.006976
38 54 0.007447
38 55 0.007070
38 56 0.007164
38 57 0.007070
38 58 0.006693
38 59 0.008107
38 60 0.007070
38 61 0.006410
38 62 0.007730
38 63 0.007164
38 64 0.006693
38 65 0.006976
38 66 0.005939
38 67 0.006033
38 68 0.007259
38 69 0.007919
38 70 0.007636
38 71 0.008484
38 72 0.009427
38 73 0.007164
38 74 0.006693
38 75 0.007070
38 76 0.007164
38 77 0.007730
38 78 0.008861
38 79 0.007070
38 80 0.008296
38 81 0.008013
38 82 0.007447
38 83 0.008013
38 84 0.008201
38 85 0.008296
38 86 0.007636
38 87 0.008767
38 88 0.009615
38 89 0.008296
38 90 0.009615
38 91 0.008390
38 92 0.008201
38 93 0.010464
38 94 0.008107
38 95 0.009898
38 96 0.008767
38 97 0.009521
38 98 0.008484
38 99 0.008107
1235 0 0.010582
1235 1 0.009620
1235 2 0.012506
1235 3 0.008177
1235 4 0.007696
1235 5 0.008177
1235 6 0.007696
1235 7 0.006734
1235 8 0.004329
1235 9 0.004329
1235 10 0.006734
1235 11 0.005772
1235 12 0.008658
1235 13 0.011063
1235 14 0.004810
1235 15 0.009139
1235 16 0.007215
1235 17 0.008177
1235 18 0.007696
1235 19 0.007215
1235 20 0.007215
1235 21 0.008177
1235 22 0.008658
1235 23 0.006734
1235 24 0.007215
1235 25 0.007215
1235 26 0.006253
1235 27 0.006734
1235 28 0.008177
1235 29 0.008177
1235 30 0.007696
1235 31 0.006734
1235 32 0.009620
1235 33 0.006734
1235 34 0.005772
1235 35 0.011544
1235 36 0.007696
1235 37 0.008177
1235 38 0.008177
1235 39 0.008177
1235 40 0.005291
1235 41 0.006734
1235 42 0.007696
1235 43 0.008658
1235 44 0.007696
1235 45 0.008658
1235 46 0.011544
1235 47 0.007215
1235 48 0.008177
1235 49 0.007215
1235 50 0.007696
1235 51 0.010101
1235 52 0.007215
1235 53 0.008177
1235 54 0.010101
1235 55 0.006734
1235 56 0.006253
1235 57 0.008658
1235 58 0.009139
1235 59 0.006253
1235 60 0.010101
1235 61 0.010582
1235 62 0.008177
1235 63 0.009139
1235 64 0.010101
1235 65 0.008177
1235 66 0.003848
1235 67 0.008658
1235 68 0.010101
1235 69 0.008658
1235 70 0.009139
1235 71 0.012025
1235 72 0.009620
1235 73 0.009620
1235 74 0.010582
1235 75 0.012506
1235 76 0.014911
1235 77 0.012506
1235 78 0.015392
1235 79 0.012025
1235 80 0.016354
1235 81 0.012987
1235 82 0.013949
1235 83 0.010582
1235 84 0.016835
1235 85 0.014430
1235 86 0.014911
1235 87 0.013468
1235 88 0.012506
1235 89 0.015392
1235 90 0.011544
1235 91 0.017797
1235 92 0.014911
1235 93 0.015392
1235 94 0.012987
1235 95 0.018759
1235 96 0.018759
1235 97 0.025974
1235 98 0.025974
1235 99 0.020202

=============================================
P(spectral_contrast_mean_02 | G):
=============================================
2 0 0.000000
2 1 0.000720
2 2 0.000000
2 3 0.002880
2 4 0.000720
2 5 0.002160
2 6 0.001440
2 7 0.001440
2 8 0.001440
2 9 0.002160
2 10 0.003600
2 11 0.002880
2 12 0.004320
2 13 0.001440
2 14 0.005760
2 15 0.001440
2 16 0.005760
2 17 0.010799
2 18 0.002160
2 19 0.005040
2 20 0.002880
2 21 0.004320
2 22 0.005040
2 23 0.003600
2 24 0.004320
2 25 0.003600
2 26 0.005040
2 27 0.005760
2 28 0.004320
2 29 0.006479
2 30 0.010799
2 31 0.009359
2 32 0.006479
2 33 0.007919
2 34 0.005040
2 35 0.008639
2 36 0.008639
2 37 0.006479
2 38 0.008639
2 39 0.004320
2 40 0.007199
2 41 0.010079
2 42 0.009359
2 43 0.007919
2 44 0.007199
2 45 0.008639
2 46 0.012959
2 47 0.007199
2 48 0.012959
2 49 0.011519
2 50 0.015119
2 51 0.009359
2 52 0.012959
2 53 0.012239
2 54 0.012239
2 55 0.018719
2 56 0.013679
2 57 0.013679
2 58 0.007919
2 59 0.015839
2 60 0.015119
2 61 0.011519
2 62 0.013679
2 63 0.015839
2 64 0.011519
2 65 0.014399
2 66 0.010079
2 67 0.011519
2 68 0.012239
2 69 0.015839
2 70 0.012959
2 71 0.015839
2 72 0.017999
2 73 0.021598
2 74 0.013679
2 75 0.008639
2 76 0.012239
2 77 0.022318
2 78 0.023038
2 79 0.014399
2 80 0.010079
2 81 0.020878
2 82 0.017999
2 83 0.014399
2 84 0.015119
2 85 0.015119
2 86 0.015839
2 87 0.017279
2 88 0.017279
2 89 0.015839
2 90 0.013679
2 91 0.008639
2 92 0.011519
2 93 0.017999
2 94 0.018719
2 95 0.013679
2 96 0.012239
2 97 0.020878
2 98 0.013679
2 99 0.010079
3 0 0.000000
3 1 0.000000
3 2 0.000000
3 3 0.000000
3 4 0.009091
3 5 0.018182
3 6 0.000000
3 7 0.000000
3 8 0.000000
3 9 0.000000
3 10 0.009091
3 11 0.000000
3 12 0.000000
3 13 0.000000
3 14 0.000000
3 15 0.018182
3 16 0.000000
3 17 0.000000
3 18 0.000000
3 19 0.000000
3 20 0.000000
3 21 0.000000
3 22 0.009091
3 23 0.000000
3 24 0.009091
3 25 0.000000
3 26 0.000000
3 27 0.000000
3 28 0.009091
3 29 0.000000
3 30 0.000000
3 31 0.000000
3 32 0.009091
3 33 0.000000
3 34 0.027273
3 35 0.000000
3 36 0.018182
3 37 0.000000
3 38 0.018182
3 39 0.000000
3 40 0.009091
3 41 0.000000
3 42 0.009091
3 43 0.000000
3 44 0.009091
3 45 0.000000
3 46 0.009091
3 47 0.018182
3 48 0.018182
3 49 0.000000
3 50 0.018182
3 51 0.009091
3 52 0.009091
3 53 0.027273
3 54 0.009091
3 55 0.000000
3 56 0.036364
3 57 0.018182
3 58 0.009091
3 59 0.009091
3 60 0.000000
3 61 0.009091
3 62 0.009091
3 63 0.000000
3 64 0.018182
3 65 0.000000
3 66 0.018182
3 67 0.009091
3 68 0.045455
3 69 0.027273
3 70 0.009091
3 71 0.009091
3 72 0.009091
3 73 0.009091
3 74 0.072727
3 75 0.054545
3 76 0.009091
3 77 0.000000
3 78 0.036364
3 79 0.027273
3 80 0.009091
3 81 0.009091
3 82 0.027273
3 83 0.009091
3 84 0.018182
3 85 0.018182
3 86 0.036364
3 87 0.018182
3 88 0.027273
3 89 0.036364
3 90 0.009091
3 91 0.000000
3 92 0.000000
3 93 0.000000
3 94 0.018182
3 95 0.009091
3 96 0.000000
3 97 0.009091
3 98 0.000000
3 99 0.000000
4 0 0.003503
4 1 0.000000
4 2 0.000000
4 3 0.005254
4 4 0.001751
4 5 0.005254
4 6 0.005254
4 7 0.001751
4 8 0.003503
4 9 0.003503
4 10 0.000000
4 11 0.005254
4 12 0.007005
4 13 0.000000
4 14 0.001751
4 15 0.003503
4 16 0.001751
4 17 0.005254
4 18 0.005254
4 19 0.005254
4 20 0.005254
4 21 0.008757
4 22 0.007005
4 23 0.003503
4 24 0.001751
4 25 0.000000
4 26 0.003503
4 27 0.005254
4 28 0.005254
4 29 0.001751
4 30 0.008757
4 31 0.005254
4 32 0.005254
4 33 0.003503
4 34 0.007005
4 35 0.003503
4 36 0.005254
4 37 0.012259
4 38 0.008757
4 39 0.008757
4 40 0.007005
4 41 0.014011
4 42 0.014011
4 43 0.007005
4 44 0.008757
4 45 0.008757
4 46 0.007005
4 47 0.007005
4 48 0.008757
4 49 0.005254
4 50 0.005254
4 51 0.010508
4 52 0.005254
4 53 0.005254
4 54 0.001751
4 55 0.008757
4 56 0.014011
4 57 0.008757
4 58 0.010508
4 59 0.017513
4 60 0.014011
4 61 0.007005
4 62 0.012259
4 63 0.007005
4 64 0.014011
4 65 0.012259
4 66 0.003503
4 67 0.015762
4 68 0.008757
4 69 0.017513
4 70 0.021016
4 71 0.007005
4 72 0.019264
4 73 0.024518
4 74 0.017513
4 75 0.008757
4 76 0.024518
4 77 0.017513
4 78 0.022767
4 79 0.015762
4 80 0.028021
4 81 0.024518
4 82 0.014011
4 83 0.014011
4 84 0.022767
4 85 0.014011
4 86 0.015762
4 87 0.017513
4 88 0.015762
4 89 0.014011
4 90 0.024518
4 91 0.019264
4 92 0.022767
4 93 0.010508
4 94 0.022767
4 95 0.031524
4 96 0.015762
4 97 0.017513
4 98 0.010508
4 99 0.003503
5 0 0.000000
5 1 0.000000
5 2 0.000000
5 3 0.000000
5 4 0.000813
5 5 0.000000
5 6 0.000000
5 7 0.000813
5 8 0.001626
5 9 0.000813
5 10 0.000813
5 11 0.000000
5 12 0.000813
5 13 0.003252
5 14 0.001626
5 15 0.000000
5 16 0.001626
5 17 0.001626
5 18 0.000000
5 19 0.001626
5 20 0.000813
5 21 0.000813
5 22 0.000813
5 23 0.000813
5 24 0.001626
5 25 0.000813
5 26 0.000813
5 27 0.004065
5 28 0.000000
5 29 0.004065
5 30 0.000813
5 31 0.000000
5 32 0.000000
5 33 0.003252
5 34 0.001626
5 35 0.000813
5 36 0.001626
5 37 0.002439
5 38 0.002439
5 39 0.001626
5 40 0.002439
5 41 0.000000
5 42 0.002439
5 43 0.000000
5 44 0.001626
5 45 0.002439
5 46 0.004065
5 47 0.001626
5 48 0.002439
5 49 0.004878
5 50 0.001626
5 51 0.003252
5 52 0.004878
5 53 0.008130
5 54 0.004065
5 55 0.002439
5 56 0.004878
5 57 0.008130
5 58 0.007317
5 59 0.003252
5 60 0.004878
5 61 0.006504
5 62 0.010569
5 63 0.004878
5 64 0.005691
5 65 0.006504
5 66 0.006504
5 67 0.007317
5 68 0.007317
5 69 0.011382
5 70 0.007317
5 71 0.009756
5 72 0.013821
5 73 0.014634
5 74 0.005691
5 75 0.015447
5 76 0.016260
5 77 0.012195
5 78 0.019512
5 79 0.016260
5 80 0.013821
5 81 0.020325
5 82 0.026016
5 83 0.017886
5 84 0.030081
5 85 0.029268
5 86 0.037398
5 87 0.041463
5 88 0.027642
5 89 0.030081
5 90 0.044715
5 91 0.035772
5 92 0.044715
5 93 0.049593
5 94 0.056911
5 95 0.047154
5 96 0.047967
5 97 0.043089
5 98 0.026829
5 99 0.012195
8 0 0.000000
8 1 0.000000
8 2 0.000000
8 3 0.000000
8 4 0.000000
8 5 0.000000
8 6 0.001805
8 7 0.003610
8 8 0.000000
8 9 0.000000
8 10 0.000000
8 11 0.000000
8 12 0.000000
8 13 0.000000
8 14 0.000000
8 15 0.000000
8 16 0.000000
8 17 0.000000
8 18 0.000000
8 19 0.000000
8 20 0.000000
8 21 0.001805
8 22 0.000000
8 23 0.001805
8 24 0.001805
8 25 0.001805
8 26 0.001805
8 27 0.003610
8 28 0.001805
8 29 0.000000
8 30 0.000000
8 31 0.000000
8 32 0.001805
8 33 0.001805
8 34 0.000000
8 35 0.000000
8 36 0.000000
8 37 0.001805
8 38 0.000000
8 39 0.003610
8 40 0.000000
8 41 0.000000
8 42 0.001805
8 43 0.000000
8 44 0.001805
8 45 0.000000
8 46 0.003610
8 47 0.005415
8 48 0.005415
8 49 0.003610
8 50 0.007220
8 51 0.001805
8 52 0.005415
8 53 0.003610
8 54 0.003610
8 55 0.012635
8 56 0.009025
8 57 0.009025
8 58 0.005415
8 59 0.005415
8 60 0.016245
8 61 0.007220
8 62 0.016245
8 63 0.012635
8 64 0.010830
8 65 0.010830
8 66 0.021661
8 67 0.018051
8 68 0.014440
8 69 0.023466
8 70 0.018051
8 71 0.021661
8 72 0.021661
8 73 0.028881
8 74 0.028881
8 75 0.014440
8 76 0.028881
8 77 0.034296
8 78 0.016245
8 79 0.023466
8 80 0.032491
8 81 0.048736
8 82 0.037906
8 83 0.028881
8 84 0.028881
8 85 0.037906
8 86 0.025271
8 87 0.039711
8 88 0.025271
8 89 0.034296
8 90 0.050542
8 91 0.018051
8 92 0.016245
8 93 0.012635
8 94 0.012635
8 95 0.005415
8 96 0.005415
8 97 0.010830
8 98 0.010830
8 99 0.016245
9 0 0.000000
9 1 0.000000
9 2 0.000000
9 3 0.000000
9 4 0.000000
9 5 0.005155
9 6 0.000000
9 7 0.000000
9 8 0.000000
9 9 0.000000
9 10 0.005155
9 11 0.000000
9 12 0.000000
9 13 0.000000
9 14 0.005155
9 15 0.005155
9 16 0.005155
9 17 0.000000
9 18 0.015464
9 19 0.000000
9 20 0.015464
9 21 0.010309
9 22 0.015464
9 23 0.000000
9 24 0.000000
9 25 0.000000
9 26 0.005155
9 27 0.000000
9 28 0.005155
9 29 0.000000
9 30 0.015464
9 31 0.000000
9 32 0.000000
9 33 0.000000
9 34 0.010309
9 35 0.000000
9 36 0.015464
9 37 0.010309
9 38 0.005155
9 39 0.005155
9 40 0.000000
9 41 0.005155
9 42 0.005155
9 43 0.000000
9 44 0.005155
9 45 0.010309
9 46 0.010309
9 47 0.005155
9 48 0.005155
9 49 0.010309
9 50 0.010309
9 51 0.010309
9 52 0.015464
9 53 0.020619
9 54 0.030928
9 55 0.025773
9 56 0.005155
9 57 0.020619
9 58 0.010309
9 59 0.005155
9 60 0.025773
9 61 0.015464
9 62 0.010309
9 63 0.015464
9 64 0.020619
9 65 0.010309
9 66 0.015464
9 67 0.015464
9 68 0.010309
9 69 0.015464
9 70 0.030928
9 71 0.010309
9 72 0.020619
9 73 0.036082
9 74 0.015464
9 75 0.025773
9 76 0.020619
9 77 0.036082
9 78 0.025773
9 79 0.020619
9 80 0.015464
9 81 0.051546
9 82 0.005155
9 83 0.005155
9 84 0.025773
9 85 0.005155
9 86 0.025773
9 87 0.030928
9 88 0.020619
9 89 0.000000
9 90 0.015464
9 91 0.000000
9 92 0.010309
9 93 0.005155
9 94 0.000000
9 95 0.010309
9 96 0.005155
9 97 0.005155
9 98 0.000000
9 99 0.000000
10 0 0.002144
10 1 0.003859
10 2 0.003859
10 3 0.006861
10 4 0.003002
10 5 0.005575
10 6 0.004288
10 7 0.003859
10 8 0.007719
10 9 0.003002
10 10 0.005146
10 11 0.005575
10 12 0.006003
10 13 0.005146
10 14 0.005575
10 15 0.007719
10 16 0.006861
10 17 0.007719
10 18 0.008148
10 19 0.004288
10 20 0.010292
10 21 0.009863
10 22 0.010720
10 23 0.006432
10 24 0.010292
10 25 0.011578
10 26 0.007719
10 27 0.007290
10 28 0.007719
10 29 0.010292
10 30 0.009863
10 31 0.009434
10 32 0.011578
10 33 0.012007
10 34 0.009863
10 35 0.011149
10 36 0.007290
10 37 0.013722
10 38 0.009434
10 39 0.010292
10 40 0.010720
10 41 0.011149
10 42 0.010292
10 43 0.016724
10 44 0.012864
10 45 0.014151
10 46 0.007719
10 47 0.010720
10 48 0.009005
10 49 0.012007
10 50 0.009863
10 51 0.009005
10 52 0.009005
10 53 0.012864
10 54 0.015866
10 55 0.008576
10 56 0.011149
10 57 0.010292
10 58 0.019726
10 59 0.009005
10 60 0.012436
10 61 0.016724
10 62 0.008148
10 63 0.013722
10 64 0.016295
10 65 0.009434
10 66 0.013722
10 67 0.012436
10 68 0.013293
10 69 0.012864
10 70 0.015866
10 71 0.012436
10 72 0.013293
10 73 0.015437
10 74 0.013722
10 75 0.015009
10 76 0.014151
10 77 0.012436
10 78 0.014580
10 79 0.010292
10 80 0.013293
10 81 0.015866
10 82 0.014151
10 83 0.012436
10 84 0.014151
10 85 0.015009
10 86 0.011578
10 87 0.009005
10 88 0.007719
10 89 0.012436
10 90 0.009005
10 91 0.009005
10 92 0.009863
10 93 0.007290
10 94 0.009863
10 95 0.006432
10 96 0.004717
10 97 0.008148
10 98 0.004288
10 99 0.005575
12 0 0.001692
12 1 0.004865
12 2 0.008320
12 3 0.011352
12 4 0.014243
12 5 0.016077
12 6 0.016782
12 7 0.017981
12 8 0.017910
12 9 0.019461
12 10 0.019743
12 11 0.018897
12 12 0.021718
12 13 0.021788
12 14 0.018686
12 15 0.017981
12 16 0.021506
12 17 0.019673
12 18 0.020096
12 19 0.019320
12 20 0.020731
12 21 0.017487
12 22 0.019461
12 23 0.019038
12 24 0.017346
12 25 0.018827
12 26 0.018545
12 27 0.017275
12 28 0.018686
12 29 0.016993
12 30 0.016993
12 31 0.015513
12 32 0.016147
12 33 0.015654
12 34 0.014314
12 35 0.014878
12 36 0.012410
12 37 0.013609
12 38 0.012974
12 39 0.013045
12 40 0.013468
12 41 0.012692
12 42 0.011352
12 43 0.011493
12 44 0.012763
12 45 0.010718
12 46 0.011917
12 47 0.010506
12 48 0.010295
12 49 0.009378
12 50 0.009942
12 51 0.008814
12 52 0.008743
12 53 0.007756
12 54 0.008461
12 55 0.007756
12 56 0.007192
12 57 0.007051
12 58 0.007333
12 59 0.007756
12 60 0.008109
12 61 0.005994
12 62 0.007545
12 63 0.006064
12 64 0.005500
12 65 0.005500
12 66 0.005500
12 67 0.006981
12 68 0.005077
12 69 0.005782
12 70 0.004724
12 71 0.006769
12 72 0.004654
12 73 0.004301
12 74 0.005006
12 75 0.004583
12 76 0.003314
12 77 0.003596
12 78 0.003455
12 79 0.003878
12 80 0.003737
12 81 0.003314
12 82 0.003526
12 83 0.002679
12 84 0.002538
12 85 0.001974
12 86 0.002962
12 87 0.002256
12 88 0.002115
12 89 0.002256
12 90 0.002962
12 91 0.001833
12 92 0.001058
12 93 0.001199
12 94 0.001269
12 95 0.001481
12 96 0.000987
12 97 0.000776
12 98 0.000917
12 99 0.000423
13 0 0.000000
13 1 0.000000
13 2 0.000000
13 3 0.000000
13 4 0.000000
13 5 0.000000
13 6 0.000000
13 7 0.000000
13 8 0.000000
13 9 0.000000
13 10 0.000000
13 11 0.000000
13 12 0.000000
13 13 0.000000
13 14 0.000000
13 15 0.000000
13 16 0.000000
13 17 0.000000
13 18 0.000000
13 19 0.000000
13 20 0.000000
13 21 0.041667
13 22 0.000000
13 23 0.000000
13 24 0.000000
13 25 0.000000
13 26 0.000000
13 27 0.000000
13 28 0.000000
13 29 0.000000
13 30 0.000000
13 31 0.000000
13 32 0.000000
13 33 0.000000
13 34 0.000000
13 35 0.000000
13 36 0.000000
13 37 0.041667
13 38 0.000000
13 39 0.000000
13 40 0.000000
13 41 0.000000
13 42 0.000000
13 43 0.000000
13 44 0.000000
13 45 0.000000
13 46 0.000000
13 47 0.000000
13 48 0.000000
13 49 0.000000
13 50 0.000000
13 51 0.041667
13 52 0.041667
13 53 0.000000
13 54 0.000000
13 55 0.041667
13 56 0.000000
13 57 0.000000
13 58 0.041667
13 59 0.041667
13 60 0.083333
13 61 0.041667
13 62 0.041667
13 63 0.041667
13 64 0.000000
13 65 0.000000
13 66 0.000000
13 67 0.083333
13 68 0.041667
13 69 0.000000
13 70 0.000000
13 71 0.000000
13 72 0.041667
13 73 0.000000
13 74 0.000000
13 75 0.000000
13 76 0.083333
13 77 0.000000
13 78 0.041667
13 79 0.041667
13 80 0.000000
13 81 0.000000
13 82 0.000000
13 83 0.000000
13 84 0.000000
13 85 0.000000
13 86 0.000000
13 87 0.000000
13 88 0.041667
13 89 0.000000
13 90 0.000000
13 91 0.000000
13 92 0.041667
13 93 0.000000
13 94 0.000000
13 95 0.000000
13 96 0.041667
13 97 0.000000
13 98 0.041667
13 99 0.000000
14 0 0.000000
14 1 0.000000
14 2 0.000000
14 3 0.000000
14 4 0.011429
14 5 0.000000
14 6 0.011429
14 7 0.011429
14 8 0.017143
14 9 0.000000
14 10 0.011429
14 11 0.005714
14 12 0.005714
14 13 0.005714
14 14 0.005714
14 15 0.017143
14 16 0.000000
14 17 0.005714
14 18 0.011429
14 19 0.000000
14 20 0.005714
14 21 0.000000
14 22 0.022857
14 23 0.000000
14 24 0.005714
14 25 0.005714
14 26 0.005714
14 27 0.005714
14 28 0.000000
14 29 0.022857
14 30 0.017143
14 31 0.005714
14 32 0.028571
14 33 0.000000
14 34 0.028571
14 35 0.011429
14 36 0.011429
14 37 0.017143
14 38 0.005714
14 39 0.005714
14 40 0.022857
14 41 0.022857
14 42 0.011429
14 43 0.028571
14 44 0.028571
14 45 0.000000
14 46 0.005714
14 47 0.022857
14 48 0.028571
14 49 0.022857
14 50 0.022857
14 51 0.005714
14 52 0.017143
14 53 0.017143
14 54 0.005714
14 55 0.005714
14 56 0.005714
14 57 0.017143
14 58 0.011429
14 59 0.011429
14 60 0.011429
14 61 0.005714
14 62 0.011429
14 63 0.011429
14 64 0.017143
14 65 0.011429
14 66 0.011429
14 67 0.017143
14 68 0.005714
14 69 0.022857
14 70 0.000000
14 71 0.017143
14 72 0.017143
14 73 0.017143
14 74 0.011429
14 75 0.028571
14 76 0.011429
14 77 0.022857
14 78 0.017143
14 79 0.005714
14 80 0.011429
14 81 0.000000
14 82 0.005714
14 83 0.017143
14 84 0.000000
14 85 0.011429
14 86 0.005714
14 87 0.005714
14 88 0.005714
14 89 0.005714
14 90 0.005714
14 91 0.000000
14 92 0.005714
14 93 0.000000
14 94 0.005714
14 95 0.000000
14 96 0.000000
14 97 0.000000
14 98 0.000000
14 99 0.000000
15 0 0.010243
15 1 0.011097
15 2 0.011844
15 3 0.011097
15 4 0.010457
15 5 0.010670
15 6 0.011310
15 7 0.010883
15 8 0.010670
15 9 0.009923
15 10 0.010137
15 11 0.014405
15 12 0.011524
15 13 0.010670
15 14 0.011630
15 15 0.010777
15 16 0.010563
15 17 0.012377
15 18 0.010563
15 19 0.011097
15 20 0.010243
15 21 0.013551
15 22 0.012377
15 23 0.012377
15 24 0.010350
